names,good_topic1,good_topic2,good_topic3,good_topic4,good_topic5,good_topic6,bad_topic1,bad_topic2,bad_topic3,bad_topic4,bad_topic5,bad_topic6,main_good_topic,main_bad_topic,business_id
Kranky Cafe,0.013189596,0.434591396,0.385377202,0,0.019177412,0.135900771,0.148796618,0.672919452,0,0.129863933,0,0.042989355,good_topic2,"bad_topic1,bad_topic2,bad_topic4",g2-oFy8JVppe929mjc0ICg
Kravings Etc,0.170934472,0,0.27754477,0.177946299,0.308159112,0.056045514,0.055644267,0.417006175,0.320565432,0.123139846,0,0.07636444,good_topic5,"bad_topic2,bad_topic3,bad_topic4",qxIaSGkw5zTrsaprSCBcZw
Krazy Karry's Backyard Grill,0.037654433,0,0,0.786427855,0.164847404,0,0.030684103,0.537793755,0.17445264,0.096411692,0.007926664,0.147765833,good_topic4,"bad_topic2,bad_topic3,bad_topic6",hTvhvFD_OSRpvGCMur6q3A
Krema Nut Company,0.369215389,0.122964107,0.36622516,0.067089734,0.044312376,0.022537623,0.030444147,0.654290438,0.281128436,0.033019297,0,0,good_topic1,"bad_topic2,bad_topic3",ThTiPI7rxNZqiGx6h8UUMA
Kristin's Breakfast & Lunch,0.062712568,0.616109145,0.108189393,0.02340136,0.164880164,0.012938495,0.029267234,0.508650016,0.242410693,0.097009162,0.007002132,0.108953695,good_topic2,"bad_topic2,bad_topic3,bad_topic6",hXvyXQkjPvDzqOVtJBxdPA
KrungThep Tea Time,0.372913949,0.375347146,0.094346523,0.002038926,0.055728399,0.090776906,0.010773928,0.510729425,0.216120979,0.104158542,0.028314401,0.121575341,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",2t7UUpOYguKo1ZL_rbyfOQ
Krusty Burger,0.03263096,0.025974721,0.221398112,0.509841305,0.047655979,0.150596176,0.016183106,0.561668241,0.180679372,0.101317246,0.003224961,0.129008089,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",l57I-_ogb1F8vefgk2ky3A
Krystal,0.010335466,0.032709556,0.427032634,0.248089092,0.264557141,0.006105738,0.027780068,0.464879886,0.269361094,0.122210184,0.011997353,0.095131498,good_topic3,"bad_topic2,bad_topic3,bad_topic4",Ke-l64jD_2V272tloF2HHg
Kung Fu Saloon,0,0.02968149,0.191151412,0.006696879,0.085048942,0.676325878,0.022107844,0.497792187,0.232231674,0.111941686,0.024856923,0.10306366,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",54mjQweIUsvE3dnco83PEg
Kupel's Bakery,0.102890415,0.199889455,0.65006232,0.005548714,0.016158059,0.014890565,0.020769175,0.556970302,0.251470316,0.083460495,0.017041513,0.063280726,good_topic3,"bad_topic2,bad_topic3",KlNXxqiuxy-TJiouVgUzgw
Kushala Sip Coffee House,0.003457891,0.546923877,0.275452148,0,0.050949151,0.110911779,0,0.570943293,0.26520618,0.093915496,0,0.055686267,good_topic2,"bad_topic2,bad_topic3",5y5DyLuwiBOtok8LcDmBEg
Kushco Bistro,0.293525931,0.342490314,0.177092438,0.014687428,0.130599722,0.030505348,0.031549123,0.541147684,0.23180232,0.104701047,0,0.082602351,good_topic2,"bad_topic2,bad_topic3,bad_topic4",j9uRSGQx-Y6rHHtXAhUN-g
Kuway's Banh Mi,0.599003216,0.120315181,0.122337765,0.017259338,0.108638263,0.020396091,0.02584631,0.271481216,0.382156163,0.027017787,0,0.282802969,good_topic1,"bad_topic2,bad_topic3,bad_topic6",nCzHqCVpEZWIFmL-2Uov0Q
Kwan's Deli and Korean Kitchen,0.36495402,0.228671545,0.091831213,0.033122298,0.224746151,0.046893277,0.02278985,0.497454593,0.189340689,0.137164702,0.009226028,0.133243762,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",lj1PkEP1jchQzUoy_2s0Rw
L & P Super Sandwich,0.599813348,0.058964981,0.151477203,0,0.131836539,0.052624635,0.051775824,0.565052763,0.136502504,0.058413561,0,0.176886201,good_topic1,"bad_topic2,bad_topic3,bad_topic6",EQHxXTL3xGTTwcHY5GpVFQ
L'Aroma Cafe,0.047093576,0.469789057,0.405824849,0.002102376,0.005965111,0.060817545,0.008927558,0.508454909,0.330549337,0.080686738,0.003982228,0.060759322,good_topic2,"bad_topic2,bad_topic3",NtnD4AmBllcX3Pl4jZfhnA
LA Boiling Seafood Crab & Crawfish,0.177890897,0.022229796,0.085181868,0.095796524,0.579983762,0.02760094,0.011894188,0.486111562,0.255003501,0.107528431,0.003966017,0.128869383,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",96RSYhKtJXU70XmKuhtHeQ
LE BL CAFE,0.627061788,0.038622503,0.140990658,0,0.185760243,0,0.175485894,0.452526838,0.298757136,0.069940537,0,0,good_topic1,"bad_topic1,bad_topic2,bad_topic3",YIIYsqvvd6i8pyM5JjZHbA
LOCAL 02045,0.045694127,0.037288473,0.042246281,0.023972878,0.599463844,0.241763788,0.027303884,0.472580309,0.283746822,0.112664808,0.015737919,0.083031735,good_topic5,"bad_topic2,bad_topic3,bad_topic4",3FDjQkYFxm6lgjRcdgO_OQ
La Baguette Restaurant,0.173381835,0.326640278,0.490763485,0,0,0,0,0.370445907,0.366994023,0.142837808,0,0.115358636,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",0IhZj8H5CiyN7xcRDO2n5Q
La Bodega Gourmet,0.226747326,0.026172548,0.058474611,0,0.308685791,0.369260329,0.028565632,0.416847953,0.238869416,0.186402174,0.013244533,0.111922817,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",TCMcEvU644sUYypq2b40Xg
La Boulangerie,0.104832597,0.444757491,0.38166371,0,0.019528195,0.048487727,0.095330236,0.633870274,0.138329854,0.123220111,0,0,good_topic2,"bad_topic2,bad_topic3,bad_topic4",vuakl1X-l2Ag2Uzek9EfQQ
La Brasserie Street,0.480751655,0.109715437,0.299036424,0.048861959,0.035890761,0.017527223,0,0.46781975,0.381151527,0.02379136,0,0.124621846,good_topic1,"bad_topic2,bad_topic3,bad_topic6",9cHw0b8WPanxOrg9sLgJjQ
La Buca,0.243988092,0.03726708,0.104789139,0.00200693,0.274194386,0.327359847,0.007303782,0.482010524,0.250885696,0.098854857,0.003973394,0.150706872,good_topic6,"bad_topic2,bad_topic3,bad_topic6",FAKt-3vxD0hxltP1Os8dhQ
La Casa De Pedro,0.080083892,0.066657627,0.03259088,0,0.572570587,0.236570317,0.025174446,0.530494865,0.21159301,0.115882331,0.005515158,0.10467039,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",S3LKhbti6SIn5DltqOPtaw
La Cuisson Cafe,0.258554131,0.72375375,0,0,0,0,0,0.848801613,0,0,0,0.141654953,good_topic2,"bad_topic2,bad_topic6",0StspvkpQ7ODA114Xdt8nQ
La Fontana Caffe,0.041822328,0.200627817,0.308121184,0,0.099124095,0.342717588,0.039686734,0.50365606,0.323491871,0.036457904,0,0.091237394,good_topic6,"bad_topic2,bad_topic3",Dv5POHzvnK4Yik2znGKarA
La Galleria Fine Foods,0.373153447,0.113917427,0.380349233,0,0.095225402,0.028314152,0.011911068,0.449536552,0.419425686,0.047336663,0,0.064603806,good_topic3,"bad_topic2,bad_topic3",DockITs-bpugPUfDb2B5Pw
La Ghianda,0.332058323,0.059904207,0.306752047,0,0.127809507,0.167127687,0,0.591564775,0.107059732,0.256841123,0,0.039751761,good_topic1,"bad_topic2,bad_topic3,bad_topic4",udAlOb4OpD54YT4nGB3CaQ
La Granja,0.374887816,0.020334161,0.079650435,0.072079239,0.417426603,0.025527744,0.018658494,0.455155854,0.235451503,0.147781563,0.019653099,0.114979795,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",HBDb1x2iHJYHngr7vbXwzw
La Grotta Del Formaggio,0.51618224,0.084404404,0.302232654,0.019179426,0.033874405,0.035393594,0.037989658,0.566483741,0.266478774,0.061018213,0.004053545,0.059128193,good_topic1,"bad_topic2,bad_topic3",2AGNvq-2neVmqyGq9_Vmnw
La Maison Da Nang,0.553887796,0.040427673,0.11559177,0,0.28219406,0,0.002822181,0.284575956,0.208577894,0.286885953,0.028447624,0.185437872,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",b1VEPen4lbTCFBCvaScPuA
La Matta,0.48510564,0.173511614,0.098781502,0,0.059139347,0.171896018,0.087649973,0.637357795,0.152068266,0.09618106,0.007041816,0.010811908,good_topic1,"bad_topic2,bad_topic3",lsRleM36bHBJLciEqCATIA
La Palapa Restaurant & Cantina,0.157317956,0.038103297,0.123428069,0.041634092,0.358719716,0.271386124,0.018254201,0.533237938,0.221470723,0.142786142,0.000672157,0.077186661,good_topic5,"bad_topic2,bad_topic3,bad_topic4",gMuFIpk4BRfZcE6p55fnkA
La Provence,0.351566936,0.112203393,0.255649563,0.036653817,0.157134339,0.075697476,0,0.562025303,0.225900671,0.117607827,0,0.085979955,good_topic1,"bad_topic2,bad_topic3,bad_topic4",0tYRzwFJV7WZJs3FMf6uaQ
La Riviera Gourmet,0.229344244,0.397042821,0.135470307,0.02987555,0.163243356,0.035580997,0.00426051,0.555312331,0.256194915,0.128589717,0,0.044829244,good_topic2,"bad_topic2,bad_topic3,bad_topic4",P6JirVKTOwz8KMajxgTVDA
La Sangucheria,0.603940954,0,0.164936557,0.125550169,0,0.095583275,0.06125098,0.521502495,0.269694753,0.011042897,0,0.128537416,good_topic1,"bad_topic2,bad_topic3,bad_topic6",jNGLBrb8wmQ7PPuybGxHww
La Shish Kabab,0.315558475,0.039716949,0.038266291,0.01504552,0.311214882,0.269381211,0.120273066,0.592512654,0.058245186,0.110162706,0,0.107348542,good_topic1,"bad_topic1,bad_topic2,bad_topic4,bad_topic6",pQpqsMPMsOB7ObYTevrtBA
La Tripleta Sub and More,0.435093962,0,0.32321709,0,0.153426852,0.080309911,0,0.484307121,0.38199399,0.090999456,0,0.031082503,good_topic1,"bad_topic2,bad_topic3",JARzMkIZ4uyhAfPYVB9Gvw
La Zuppa,0.344064891,0.03862482,0.151003115,0,0.055986781,0.400020882,0,0.581969723,0.24188114,0.065141365,0,0.101113297,good_topic6,"bad_topic2,bad_topic3,bad_topic6",aAzzCTV8AnZBAIwLpOqPQg
LaSpada's,0.202293896,0.041315046,0.49584474,0.093591058,0.143626319,0.012667254,0.046552921,0.484980641,0.221102151,0.108759395,0.017586063,0.113467587,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",r6wu3WxmcIUMu4v1BhnBHQ
Lai Taste,0.974479675,0,0,0,0,0,0.058355428,0.530976951,0,0.190936998,0,0.204058319,good_topic1,"bad_topic2,bad_topic4,bad_topic6",U9D4M_H7u2RHr_KnaMUR5A
Lair Hill Bistro,0.173691584,0.280469418,0.135733272,0.013865067,0.089134131,0.296446603,0.020637856,0.54003401,0.245387717,0.073494617,0.029753088,0.083745964,good_topic6,"bad_topic2,bad_topic3",1KnAGQeohmrgnfm1VVMGeg
Lair Hill Too Cafe,0.334100932,0.345268995,0.250615738,0.006052575,0,0.062271524,0,0.314937852,0.246769406,0.158489645,0,0.274952173,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",7w9r5DowNZw6Z-DM4_SmLQ
Lambert's Marketplace,0.203269028,0.171286679,0.49923884,0.000819178,0.048382401,0.069828113,0.030851763,0.545745088,0.224613715,0.067643248,0.018554146,0.104685007,good_topic3,"bad_topic2,bad_topic3,bad_topic6",5O4KFXHKnuwixUCShPhqYA
Lambert's Rainbow Market,0.253535868,0.09112138,0.394141852,0.01855349,0.084539732,0.149268273,0.03468738,0.4942928,0.268476318,0.099992634,0.005040869,0.087866426,good_topic3,"bad_topic2,bad_topic3",I85Emtr9GiNrPpAN4cs3dA
Land 'N Sea Restaurant,0.127387368,0.008698684,0.233303553,0.274363999,0.333782146,0.012556387,0.025519375,0.534452246,0.244155315,0.077054643,0.005749191,0.107882332,good_topic5,"bad_topic2,bad_topic3,bad_topic6",9IUbJHvVxKUwWGFi2_zZiA
Lanvin French Bakery,0.473193541,0.152012055,0.305757024,0,0.019486334,0.039942406,0,0.360823599,0.426737958,0.107449191,0,0.096616502,good_topic1,"bad_topic2,bad_topic3,bad_topic4",AHT5-a0OHIPrMvw0cjw9uw
Lardo,0.550352871,0.033226796,0.12666326,0.09865024,0.078894621,0.102506114,0.013942931,0.581805415,0.210308706,0.091680632,0.005274922,0.088733619,good_topic1,"bad_topic2,bad_topic3",leU9-Kd1HdcICWHlmfLb8Q
Larkburger - Boulder,0.015973703,0.028462029,0.120451674,0.697951131,0.081966205,0.042514536,0.036918646,0.619674174,0.152084533,0.084774483,0.009002448,0.089038266,good_topic4,"bad_topic2,bad_topic3",4UzxlBqrSDt4-x6I63QVSA
Larkins Famous Subs,0.25522958,0.075610547,0.370499421,0.006708127,0.159982863,0.120254561,0.043390319,0.550862382,0.238764194,0.119476909,0,0.040731077,good_topic3,"bad_topic2,bad_topic3,bad_topic4",9n9P_zDkdIGXFn5LofnvnQ
Larry's Giant Subs,0.277881435,0.062827504,0.454658118,0.013418131,0.168934191,0.012467362,0.066923072,0.479918241,0.244594967,0.089919467,0.017351206,0.093491441,good_topic3,"bad_topic2,bad_topic3",i1gLM9CJAZNxOrb1EIAe3w
Las Primas,0.492126877,0.047860927,0.032040576,0.049618762,0.170591147,0.197804636,0.025216307,0.520269127,0.201142376,0.121181642,0.008213334,0.11779602,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",XGCpN5K7lYu6EhAiYKA_sA
Las Tortas,0.43843295,0.21220854,0.168866671,0.004910323,0.108597281,0.057221878,0.018652977,0.513832936,0.243932543,0.145257459,0.007299647,0.065783648,good_topic1,"bad_topic2,bad_topic3,bad_topic4",LBkrc7yHYKV3yNCojGb-Ww
Las Ventas,0.463004248,0.11643175,0.268232762,0,0.059027532,0.08701009,0,0.669694861,0.195454324,0.10696915,0,0.017282667,good_topic1,"bad_topic2,bad_topic3,bad_topic4",vML0vAWVHQEbFrI3_jS2oA
Last Corner Restaurant,0.012572693,0.147990511,0.422454834,0.160605238,0.248081736,0,0.014370919,0.450518236,0.278739966,0.113321006,0,0.139279813,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",55Gb0cs0mWZGlAewdB-dKQ
Last Straw,0.072255371,0.23714309,0.09807266,0.056740973,0.196631119,0.327298017,0.0380329,0.561709291,0.275301787,0.077392033,0,0.03687006,good_topic6,"bad_topic2,bad_topic3",YjdANDbWWSFCiZon8ePuqA
Lattetude Coffee Lounge & Bistro,0,0.877160311,0.113873161,0,0,0,0.032350212,0.605919942,0.192906559,0.122728933,0.014689504,0.021235857,good_topic2,"bad_topic2,bad_topic3,bad_topic4",hqIKN005DU6jvMVpYxUVQg
Laurelhurst Cafe,0.134460807,0.332152652,0.148831566,0.037756976,0.17870026,0.158207273,0.009232031,0.492016664,0.317753769,0.081027307,0.015959244,0.075930144,good_topic2,"bad_topic2,bad_topic3",M0zAaWCuYrXWsZiNPH8lMA
Laurelhurst Market,0.302428978,0.024663009,0.088711739,0.034479264,0.373856516,0.166812141,0.021292194,0.528095844,0.232456442,0.130669963,0.00566762,0.0753894,good_topic5,"bad_topic2,bad_topic3,bad_topic4",ugWjJFJ91JM5e1goQLLHFg
Laurelwood,0.083214292,0.031828262,0.07893233,0.112677757,0.246046692,0.435357419,0.025122277,0.53161922,0.23160498,0.086709013,0.008357109,0.109507749,good_topic6,"bad_topic2,bad_topic3,bad_topic6",QGejUbxoUn19Bdk1TlVnwA
Laurelwood Brewing Co,0.051111863,0.068792635,0.136658595,0.125299679,0.398383267,0.209741806,0.016934076,0.508473784,0.258924868,0.095773735,0.021696147,0.089232458,good_topic5,"bad_topic2,bad_topic3",9pF5afrrEgBVfWmf2EMvsg
Laurence & Chico Cafe,0.028147592,0.347728939,0.29000452,0,0.042544198,0.282056812,0.049666482,0.415035772,0.144832098,0.18217811,0,0.200261769,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",rV0ftb8kJ5LfdyldyPA_nQ
Lavash Mediterranean Grill,0.118528703,0.058692038,0.143192759,0,0.198954394,0.4685661,0,0.573320508,0.193726758,0.110462454,0,0.117235422,good_topic6,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",z8as1oOZMV84s1gXNhYiFg
Lawless Subs,0.315580794,0.061704559,0.458635352,0.018890892,0.122817054,0.012363253,0.035435682,0.374211391,0.233137016,0.202028046,0.024733866,0.126365568,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",z6oYvbfYuhB4Fxq1q3-WkQ
Le Bleu,0.590024531,0.037587233,0.077910168,0.028520117,0.183265215,0.073138147,0.002417091,0.481493611,0.288765142,0.127348773,0.004016644,0.092452283,good_topic1,"bad_topic2,bad_topic3,bad_topic4",A3K4Uk9l5dB5XV6f4J6fAA
Le Bon Temps,0.171113319,0.058475284,0.258453718,0.051168424,0.42681942,0.024598625,0.00868284,0.494703109,0.272071744,0.10510375,0,0.114168008,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",kSmLeCUSzvoS3a3OOKwP8Q
Le Cafe De Paris,0.102427521,0.571146404,0.11090821,0.004293087,0.153470683,0.047079793,0.040017766,0.488386956,0.264339138,0.07913145,0.003427533,0.115931948,good_topic2,"bad_topic2,bad_topic3,bad_topic6",YQGPI7PvX01FUgjlLbpMuw
Le Sandwich,0.506203353,0,0.489312619,0,0,0,0.10815274,0.360348731,0.246595345,0.146437213,0,0.137015749,good_topic1,"bad_topic1,bad_topic2,bad_topic3,bad_topic4,bad_topic6",phCaO9HjjRi63QNV5ZJraQ
Leaf and Ginger,0.214865531,0.398697382,0.159286342,0.018762036,0.134827911,0.063492194,0,0.583089203,0.181636393,0.226030152,0,0,good_topic2,"bad_topic2,bad_topic3,bad_topic4",qT3cuQSZQlLXieltTkyAaw
Leaky Roof,0.099142228,0.271875679,0.064733545,0.050726606,0.245459635,0.257394196,0.022248838,0.50331015,0.227330678,0.102501054,0.021271446,0.116115344,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",9gOBmODi5-XQ0EbIxkx2MQ
LeanWorks,0.268534654,0.04781711,0.137738707,0.327955038,0.205212002,0.004447913,0.017004628,0.698179722,0.128044051,0.061247516,0,0.088292685,good_topic4,"bad_topic2,bad_topic3",6gR-1KOW7uyvN3TQbWhnOw
Lebowski's Grill,0.067157264,0.041072106,0.137135077,0.583057072,0.105598362,0.055119517,0.021092833,0.51506567,0.202345222,0.139485776,0.017664556,0.093677936,good_topic4,"bad_topic2,bad_topic3,bad_topic4",RIt_BItnuaVoZz2yIzmFHg
Lee Han Sandwich,0.528691856,0.15095614,0.164190093,0,0.127335868,0.018507705,0.051651214,0.427201348,0.287180227,0.089228505,0.045079797,0.092166348,good_topic1,"bad_topic2,bad_topic3",mmI9RKV1mwmJEeu-w3PjWw
Lee's Bakery,0.616723263,0.097981945,0.186035873,0.005141016,0.064834078,0.019505587,0.026135866,0.458077641,0.2717804,0.111812667,0.018707842,0.106820555,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",vdjzMgnuWrxYnywghyjwXA
Lee's Burger Place,0.033087716,0.094862611,0.150042228,0.551734548,0.133850875,0.024095106,0.015307622,0.584518619,0.150540218,0.098757959,0.024285516,0.119624726,good_topic4,"bad_topic2,bad_topic3,bad_topic6",ncBpwiVsW61DLoJAhTwgfg
Lee's Burgers,0.045476991,0.111334281,0.097388415,0.60020464,0.111601581,0.023192719,0.026189765,0.54192846,0.169403767,0.121161881,0.021791521,0.112500942,good_topic4,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",9hPwCTU-K_W0HgSLf4T9Jw
Lee's Restaurant,0.061662018,0.091273658,0.694126964,0.059820436,0,0.084223449,0,0.86280787,0.123452902,0,0,0,good_topic3,"bad_topic2,bad_topic3",Ou2UKAng-MwbpK2wSUUnJg
Lee's Sandwiches,0.428589984,0.223558078,0.246324452,0.015365344,0.049589523,0.027780998,0.018114644,0.506037515,0.301941094,0.087998934,0.007412049,0.069408409,good_topic1,"bad_topic2,bad_topic3",ZwwGIZyYDfxkKejUrDd0cA
Lee's Seafood Boil - Columbus,0.128790615,0.045758685,0.07444565,0.114180937,0.598717829,0.026513952,0.007870663,0.503259467,0.231656111,0.10050391,0.024029365,0.125992797,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",a6XdTWW1rtiitKAQXInQsA
Lefty's Brick Bar,0.083338831,0.025135631,0.181845264,0.078740126,0.211844456,0.408254,0.024115418,0.46123535,0.310057546,0.095511224,0,0.101170848,good_topic6,"bad_topic2,bad_topic3,bad_topic6",w4W4RMx3BkDWQ9IagXAGSg
Legal Sea Foods,0.101649032,0.045392739,0.106527926,0.024516314,0.643306049,0.068396373,0.027260516,0.494853604,0.245821053,0.103543028,0.022927362,0.09880431,good_topic5,"bad_topic2,bad_topic3,bad_topic4",jGennaZUr2MsJyRhijNBfA
Legal on the Mystic,0.099736075,0.018134332,0.06061966,0.003566443,0.707243504,0.10069902,0.020497974,0.524992819,0.211917576,0.112181487,0.023596008,0.101436502,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",d8n5qyS6QDWknXx94RtoNw
Leggos,0,0.760908726,0.150837968,0.028350802,0.047538718,0,0.031426913,0.502150958,0.213547365,0.116806271,0,0.12775808,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",cfuKL_zKLbjuGOGdPkonkg
Lela's Bistro,0.547896929,0.114351661,0.082369758,0.004280301,0.132621903,0.107248901,0.013116281,0.434497023,0.27628426,0.128915245,0.003180312,0.137669237,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",2JUVSceit_tqtUwctTz2VQ
Lelo's Fish & Subs,0.188941147,0.039875068,0.129265122,0.03342541,0.516433737,0.080007744,0,0.674618661,0.227252811,0,0,0.086549208,good_topic5,"bad_topic2,bad_topic3",kYW2zYLQgbf74wxMt0SzEg
Lena's Original Subs,0.384505842,0,0.378138039,0,0.223259993,0,0.038921893,0.448372364,0.255317055,0.089089442,0.090944365,0.073919117,good_topic1,"bad_topic2,bad_topic3",S2wRfqTIWK_G7o492L9hcQ
Lena's Sandwich Shop,0.346631968,0.180706233,0.450270247,0,0.008293892,0,0,0.486886509,0.224979572,0.15575462,0,0.127922487,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",bV0rYhqUJJQ-qM-Ku8IDEA
Lenny's Sub Shop,0.11308012,0.058324349,0.474042696,0.046469891,0.29987348,0,0.03243176,0.44969722,0.290577206,0.094307879,0.019205584,0.10740269,good_topic3,"bad_topic2,bad_topic3,bad_topic6",vzZUNXkSHhRSfv_GT40BVw
Lennys Grill & Subs,0.585187554,0,0.179779475,0,0.219224731,0,0,0.620403492,0.152561206,0.004203586,0.055948651,0.157379365,good_topic1,"bad_topic2,bad_topic3,bad_topic6",J16y0a5dWcYrcpC7clzOfQ
Lents Commons,0,0,0.602220476,0,0,0.390883267,0.048542086,0.532358311,0.292541739,0.074727752,0,0.046541858,good_topic3,"bad_topic2,bad_topic3",Ieu4VvNi9H66hL7_mWOsWg
Leo's Diner,0.096596231,0.433882706,0.096532714,0.068603716,0.260303462,0.033569922,0.020014929,0.572917537,0.225780636,0.072463946,0,0.100570875,good_topic2,"bad_topic2,bad_topic3,bad_topic6",n0fQAZg5prOEYeaGunOe1A
Les Halles Boulangerie-Patisserie,0.186280053,0.443447766,0.26765575,0.001898054,0.06888839,0.022941757,0.023575558,0.4796053,0.219821425,0.162617549,0,0.107803869,good_topic2,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",dYj2S3YCbeMxo5MzJWvr4g
Letterie's Italian Market,0.224205798,0.006397994,0.509245872,0,0.129123864,0.12431356,0,0.561366081,0.35741362,0,0.075286783,0,good_topic3,"bad_topic2,bad_topic3",YaaaJBVJkE0Nhqv9Uv0lbA
Lexi's On Third,0.175940924,0.259799075,0.275517138,0.118776233,0.132200502,0.029788144,0.021570168,0.573491626,0.176424855,0.091138309,0,0.13070579,good_topic3,"bad_topic2,bad_topic3,bad_topic6",iOmzS1GzclazBBJ1nm76Fg
Liberated Baking,0.197789898,0.432530053,0.264811734,0.00445177,0.078621688,0.010940927,0.020601014,0.545064576,0.253293917,0.08163343,0.002935774,0.086906143,good_topic2,"bad_topic2,bad_topic3",s_p5Js3vbwiU4V1rdW5MeA
Liberty Bell,0.422662867,0.067865291,0.12981175,0.080817254,0.25700117,0.033329478,0.024491806,0.513916468,0.185132036,0.122440353,0.005753103,0.13893257,good_topic1,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",R4-vIxqFmmcJBvWX5yOvzQ
Liberty Bell Restaurant,0.221810665,0.102683417,0.354895465,0.197739812,0.100787237,0.019045858,0,0.286543846,0.468378782,0.106075123,0.134244382,0,good_topic3,"bad_topic2,bad_topic3,bad_topic4,bad_topic5",0bMRIf4zeMvO8G7i0mLtyg
Liberty Bell Roast Beef and Seafood,0.327693476,0.021968877,0.202379107,0.122119981,0.303944882,0.012075178,0.006271033,0.616807514,0.169931475,0.112594622,0.009645321,0.077030371,good_topic1,"bad_topic2,bad_topic3,bad_topic4",ZITNPCfgQ-rxc0NoM2RJQQ
Liberty Tree Tavern,0.322841756,0.053063535,0.074464975,0.019846698,0.404051453,0.117852481,0.02407852,0.490328124,0.228362553,0.113144714,0.006210137,0.129855391,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",SrtQ6YQPJagoC26egXumww
License No. 1,0.011175669,0.023544643,0.096966185,0.012183488,0.14449449,0.698873206,0.017028513,0.504744667,0.31870176,0.088910437,0,0.063415556,good_topic6,"bad_topic2,bad_topic3",1FHW194SVdJaytXXj0oN_A
Lick It Up,0.383246843,0.159532294,0.153896902,0.184526339,0.111204028,0,0,0.479406342,0,0.261913128,0.138365209,0.102719024,good_topic1,"bad_topic2,bad_topic4,bad_topic5,bad_topic6",qW-vVuXSvitF0yDJZhWmjw
Life Bistro,0.246584695,0.158100657,0.082357902,0.107560674,0.333535527,0.063506706,0.034409418,0.496164545,0.203054048,0.17136783,0.005161665,0.084028057,good_topic5,"bad_topic2,bad_topic3,bad_topic4",VFc3La8QXkpKWvPH9wp9Vg
Life Of Riley Tavern,0.041357546,0.006959161,0.110244834,0.047072439,0.197689239,0.585550819,0.018991284,0.523606083,0.266309699,0.091152192,0.008517471,0.082934513,good_topic6,"bad_topic2,bad_topic3",ML9aL4XLvRe61faySt08hQ
Lil' Cooperstown Bar & Grill,0.091359542,0.095824618,0.01407361,0.137093669,0.162043786,0.489156254,0.014600981,0.518127432,0.303222737,0.105385012,0,0.052243737,good_topic6,"bad_topic2,bad_topic3,bad_topic4",#NAME?
Lil'Doddy Burger Lab,0.039456868,0.066111938,0.077707523,0.438211403,0.238152115,0.128338608,0.028412213,0.595904217,0.166572792,0.102851376,0.003287812,0.095018543,good_topic4,"bad_topic2,bad_topic3,bad_topic4",M-BBdsWr6FO6ngisYi-hEw
Lillie Mae's Comfort Food,0.109177658,0,0.239322588,0.268966651,0.353087928,0.018012886,0,0.426734075,0.342796743,0.111476584,0.003957843,0.110787377,good_topic5,"bad_topic2,bad_topic3,bad_topic4,bad_topic6",n9_6a2hD-xtShvx1UO2nmA
Lilly's Cafe & Bakery,0.172494833,0.258980252,0.313590531,0,0.217162328,0.027513207,0,0.556417333,0.217492806,0.181734809,0,0.038012902,good_topic3,"bad_topic2,bad_topic3,bad_topic4",2HvRM_UYUINmMMa4tphVzg
Lilly's Kitchen Table,0.064116794,0.587525136,0.047869157,0.037369317,0.209036291,0.042626479,0.034869531,0.555695261,0.204868379,0.076164087,0,0.120891217,good_topic2,"bad_topic2,bad_topic3,bad_topic6",911wMGyjl3D8ttIVtCFUdA
